content_length,follower_count,ER,hour,description_score,hashtag_count,hashtag_quality_score,day_sin,day_cos,content_type_mixed,content_type_text,content_type_video
373,524339.0,0.02289358601973151,13,0.275,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,1
106,935168.0,0.012980555365453053,14,0.251,3.0,0.238,0.7818314824680298,0.6234898018587336,1,0,0
97,177702.0,0.06825471857379208,19,0.316,4.0,0.423,0.7818314824680298,0.6234898018587336,0,1,0
353,864702.0,0.013960879008028199,22,0.319,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,1
103,925369.0,0.013057493821383687,22,0.395,5.0,0.407,0.7818314824680298,0.6234898018587336,0,0,1
195,243004.0,0.05005678918865533,23,0.259,2.0,0.2,0.7818314824680298,0.6234898018587336,0,0,0
262,299943.0,0.0396842066659332,4,0.273,3.0,0.322,0.9749279121818236,-0.22252093395631434,0,0,1
562,313313.0,0.03861314404445395,5,0.347,2.0,0.213,0.9749279121818236,-0.22252093395631434,0,0,1
46,420153.0,0.028820453501462562,5,0.329,3.0,0.336,0.9749279121818236,-0.22252093395631434,0,0,0
172,362953.0,0.03329081175799621,6,0.197,1.0,0.113,0.9749279121818236,-0.22252093395631434,0,0,1
103,448018.0,0.026945345945921816,7,0.298,2.0,0.32,0.9749279121818236,-0.22252093395631434,0,0,0
51,642153.0,0.01886622035558504,17,0.198,2.0,0.187,0.9749279121818236,-0.22252093395631434,0,0,1
155,242593.0,0.05021991566121034,18,0.173,5.0,0.364,0.9749279121818236,-0.22252093395631434,0,0,0
133,608606.0,0.019878213491158484,18,0.23,0.0,0.0,0.9749279121818236,-0.22252093395631434,0,0,0
594,662009.0,0.01841817860482259,18,0.36,1.0,0.127,0.9749279121818236,-0.22252093395631434,0,0,1
54,421213.0,0.02834670344932374,21,0.298,0.0,0.0,0.9749279121818236,-0.22252093395631434,0,0,1
496,190966.0,0.06405328697255008,22,0.316,3.0,0.424,0.9749279121818236,-0.22252093395631434,0,0,1
267,764053.0,0.01624625516816242,4,0.38,5.0,0.415,0.43388373911755823,-0.900968867902419,0,0,0
369,187968.0,0.06319692713653388,6,0.195,1.0,0.14,0.43388373911755823,-0.900968867902419,0,0,1
19,492349.0,0.024403421150444096,7,0.178,2.0,0.453,0.43388373911755823,-0.900968867902419,0,0,0
135,708717.0,0.017080160346090188,8,0.193,2.0,0.173,0.43388373911755823,-0.900968867902419,0,1,0
14,847407.0,0.014396860068420487,9,0.31,2.0,0.307,0.43388373911755823,-0.900968867902419,0,0,1
149,789790.0,0.015496524392560048,11,0.173,2.0,0.173,0.43388373911755823,-0.900968867902419,0,0,0
458,609242.0,0.01984597253636486,16,0.258,3.0,0.256,0.43388373911755823,-0.900968867902419,0,0,1
31,761456.0,0.015849898089974994,16,0.312,1.0,0.14,0.43388373911755823,-0.900968867902419,0,0,0
193,929404.0,0.01303415952588971,18,0.299,0.0,0.0,0.43388373911755823,-0.900968867902419,0,0,1
101,291874.0,0.041678943653768404,21,0.354,3.0,0.238,0.43388373911755823,-0.900968867902419,0,1,0
238,639065.0,0.01857557525447333,4,0.25,2.0,0.173,-0.433883739117558,-0.9009688679024191,0,0,0
52,728669.0,0.016745600540162955,4,0.26,4.0,0.313,-0.433883739117558,-0.9009688679024191,0,0,1
134,14090.0,0.8531582682753726,4,0.22,2.0,0.32,-0.433883739117558,-0.9009688679024191,1,0,0
14,781776.0,0.01545839217371728,6,0.204,0.0,0.0,-0.433883739117558,-0.9009688679024191,0,0,1
14,89735.0,0.13581099905276647,6,0.337,2.0,0.173,-0.433883739117558,-0.9009688679024191,0,1,0
34,211266.0,0.05779443923773821,6,0.331,5.0,0.469,-0.433883739117558,-0.9009688679024191,0,0,0
308,740789.0,0.01637578311772988,9,0.336,5.0,0.361,-0.433883739117558,-0.9009688679024191,0,0,1
271,301172.0,0.0401166111059461,10,0.267,2.0,0.193,-0.433883739117558,-0.9009688679024191,0,0,1
135,115413.0,0.10541273513382375,13,0.132,5.0,0.38,-0.433883739117558,-0.9009688679024191,0,0,1
20,489060.0,0.024808816914080073,14,0.139,0.0,0.0,-0.433883739117558,-0.9009688679024191,0,0,0
365,861749.0,0.014091110056408536,14,0.095,5.0,0.424,-0.433883739117558,-0.9009688679024191,1,0,0
204,581726.0,0.020490746502649013,16,0.298,0.0,0.0,-0.433883739117558,-0.9009688679024191,0,0,1
291,671830.0,0.01824866409657205,18,0.318,0.0,0.0,-0.433883739117558,-0.9009688679024191,0,0,1
80,849882.0,0.014437298354359782,18,0.283,2.0,0.2,-0.433883739117558,-0.9009688679024191,0,0,1
78,639411.0,0.018740684786467544,22,0.447,0.0,0.0,-0.433883739117558,-0.9009688679024191,0,0,1
76,210798.0,0.057249120010626285,22,0.302,3.0,0.242,-0.433883739117558,-0.9009688679024191,0,0,1
461,514698.0,0.02373430633109124,4,0.226,3.0,0.407,-0.9749279121818236,-0.2225209339563146,0,0,0
267,725682.0,0.0166312517052924,4,0.246,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,0,1
143,229150.0,0.05270783329696705,6,0.297,1.0,0.113,-0.9749279121818236,-0.2225209339563146,0,0,1
597,232550.0,0.051855514943023005,6,0.127,4.0,0.367,-0.9749279121818236,-0.2225209339563146,0,0,1
22,196613.0,0.06123704943213318,9,0.259,5.0,0.372,-0.9749279121818236,-0.2225209339563146,0,0,0
181,641464.0,0.018836598780290086,10,0.329,4.0,0.313,-0.9749279121818236,-0.2225209339563146,0,0,1
11,694393.0,0.017288480730652526,11,0.383,5.0,0.465,-0.9749279121818236,-0.2225209339563146,0,0,1
60,830719.0,0.014489857581203752,13,0.226,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,0,1
502,448977.0,0.02707711085423084,14,0.408,4.0,0.487,-0.9749279121818236,-0.2225209339563146,0,0,1
117,146980.0,0.08121513131038237,18,0.278,5.0,0.415,-0.9749279121818236,-0.2225209339563146,0,0,1
115,94754.0,0.12703421491440994,18,0.377,4.0,0.307,-0.9749279121818236,-0.2225209339563146,0,0,1
198,113286.0,0.10731246579453772,19,0.391,3.0,0.242,-0.9749279121818236,-0.2225209339563146,0,0,0
94,239250.0,0.05037408568443051,21,0.248,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,0,1
215,985917.0,0.012209952764786489,21,0.206,4.0,0.423,-0.9749279121818236,-0.2225209339563146,0,0,1
559,337516.0,0.03604569857428981,0,0.539,3.0,0.242,-0.7818314824680299,0.6234898018587334,1,0,0
433,944657.0,0.012632098211308443,2,0.228,2.0,0.173,-0.7818314824680299,0.6234898018587334,0,0,0
422,987379.0,0.01229619021672529,2,0.283,4.0,0.307,-0.7818314824680299,0.6234898018587334,0,0,1
359,15863.0,0.7710395259408687,3,0.278,0.0,0.0,-0.7818314824680299,0.6234898018587334,0,0,1
412,127501.0,0.09389730276625281,4,0.365,2.0,0.173,-0.7818314824680299,0.6234898018587334,0,0,1
131,212575.0,0.05720804421968717,5,0.207,0.0,0.0,-0.7818314824680299,0.6234898018587334,0,0,1
496,527543.0,0.022583941024712676,14,0.169,1.0,0.113,-0.7818314824680299,0.6234898018587334,0,0,0
406,603510.0,0.020004639525442826,17,0.173,1.0,0.393,-0.7818314824680299,0.6234898018587334,0,0,1
582,242637.0,0.050190201824124106,17,0.339,2.0,0.193,-0.7818314824680299,0.6234898018587334,0,0,1
64,172633.0,0.07007930117648421,9,0.186,1.0,0.38,0.0,1.0,0,0,1
107,181912.0,0.06600993887154229,12,0.388,4.0,0.37,0.0,1.0,0,0,1
152,115775.0,0.10542863312459512,14,0.522,5.0,0.468,0.0,1.0,0,0,1
73,446087.0,0.02727494860867947,23,0.23,0.0,0.0,0.0,1.0,0,0,1
522,532933.0,0.02273456513295292,2,0.203,3.0,0.256,0.7818314824680298,0.6234898018587336,1,0,0
352,174975.0,0.06824974996428061,3,0.193,5.0,0.471,0.7818314824680298,0.6234898018587336,0,0,0
147,296343.0,0.04116176187728409,4,0.45,4.0,0.373,0.7818314824680298,0.6234898018587336,0,0,1
25,401466.0,0.029970159365923888,6,0.17,1.0,0.14,0.7818314824680298,0.6234898018587336,0,0,1
88,916743.0,0.013136724250962375,13,0.289,2.0,0.333,0.7818314824680298,0.6234898018587336,0,0,1
99,628804.0,0.019004332033511238,13,0.131,5.0,0.361,0.7818314824680298,0.6234898018587336,0,0,0
273,480363.0,0.025253818466451413,14,0.137,1.0,0.113,0.7818314824680298,0.6234898018587336,0,0,1
407,965637.0,0.012599972867651094,16,0.285,2.0,0.193,0.7818314824680298,0.6234898018587336,0,0,1
237,846592.0,0.01435520297853039,17,0.444,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,1
348,733038.0,0.01682041040164357,22,0.338,1.0,0.1,0.7818314824680298,0.6234898018587336,0,0,1
119,532642.0,0.022467248170440934,22,0.196,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,1
173,68052.0,0.1782166578498795,23,0.258,2.0,0.187,0.7818314824680298,0.6234898018587336,0,0,0
189,721848.0,0.01706314902860436,5,0.175,4.0,0.37,0.9749279121818236,-0.22252093395631434,0,1,0
91,209514.0,0.058019989117672324,8,0.35,1.0,0.38,0.9749279121818236,-0.22252093395631434,0,0,1
364,536573.0,0.022380924869495857,10,0.252,4.0,0.317,0.9749279121818236,-0.22252093395631434,0,0,1
131,165524.0,0.0720499746260361,10,0.283,5.0,0.372,0.9749279121818236,-0.22252093395631434,0,0,1
553,333760.0,0.03594798657718121,11,0.185,4.0,0.433,0.9749279121818236,-0.22252093395631434,0,0,1
227,424105.0,0.02839391188502847,16,0.307,3.0,0.427,0.9749279121818236,-0.22252093395631434,0,0,0
148,758373.0,0.016054105301744656,16,0.187,3.0,0.429,0.9749279121818236,-0.22252093395631434,0,0,0
95,275299.0,0.044028492657074675,16,0.218,5.0,0.401,0.9749279121818236,-0.22252093395631434,0,0,0
74,275051.0,0.0439227634147849,18,0.243,0.0,0.0,0.9749279121818236,-0.22252093395631434,0,0,1
67,523292.0,0.023151510055571266,18,0.342,5.0,0.364,0.9749279121818236,-0.22252093395631434,0,0,1
528,206934.0,0.058912503503532526,19,0.264,5.0,0.361,0.9749279121818236,-0.22252093395631434,0,1,0
524,235594.0,0.05210659015085274,21,0.293,0.0,0.0,0.9749279121818236,-0.22252093395631434,0,0,1
546,663829.0,0.018063386805939483,2,0.277,3.0,0.247,0.43388373911755823,-0.900968867902419,0,0,1
308,898993.0,0.013409448126959832,5,0.299,5.0,0.463,0.43388373911755823,-0.900968867902419,0,0,1
357,224247.0,0.054266054841313374,6,0.342,5.0,0.521,0.43388373911755823,-0.900968867902419,0,0,1
194,117987.0,0.10230788137676185,8,0.238,2.0,0.187,0.43388373911755823,-0.900968867902419,1,0,0
333,983137.0,0.012513006834245888,9,0.264,4.0,0.377,0.43388373911755823,-0.900968867902419,0,0,1
150,374523.0,0.03263350982449676,10,0.298,2.0,0.173,0.43388373911755823,-0.900968867902419,0,0,1
429,917115.0,0.013329844130779674,11,0.222,3.0,0.344,0.43388373911755823,-0.900968867902419,0,0,1
176,400309.0,0.03051392799062724,16,0.105,0.0,0.0,0.43388373911755823,-0.900968867902419,0,0,1
140,169604.0,0.07133676092544987,18,0.272,1.0,0.453,0.43388373911755823,-0.900968867902419,0,0,0
303,876543.0,0.013582904660695483,19,0.486,1.0,0.113,0.43388373911755823,-0.900968867902419,0,0,1
228,366528.0,0.032979745067225424,21,0.19,2.0,0.327,0.43388373911755823,-0.900968867902419,1,0,0
58,676247.0,0.0180614479620612,23,0.222,5.0,0.377,0.43388373911755823,-0.900968867902419,0,0,1
434,72695.0,0.1704656441295825,1,0.205,4.0,0.313,-0.433883739117558,-0.9009688679024191,1,0,0
534,605887.0,0.0199360606845831,2,0.267,2.0,0.433,-0.433883739117558,-0.9009688679024191,0,1,0
193,737420.0,0.016432969000027123,3,0.257,5.0,0.412,-0.433883739117558,-0.9009688679024191,0,0,1
11,860421.0,0.013982689869261676,4,0.374,3.0,0.356,-0.433883739117558,-0.9009688679024191,1,0,0
182,523704.0,0.023066465026045247,4,0.263,3.0,0.224,-0.433883739117558,-0.9009688679024191,0,0,1
140,612925.0,0.019558673573438837,7,0.15,0.0,0.0,-0.433883739117558,-0.9009688679024191,0,0,0
81,865654.0,0.013939749599724601,7,0.359,4.0,0.32,-0.433883739117558,-0.9009688679024191,0,0,1
137,964108.0,0.012336792143618765,9,0.37,5.0,0.465,-0.433883739117558,-0.9009688679024191,0,0,1
63,538873.0,0.022426434428891407,10,0.243,1.0,0.113,-0.433883739117558,-0.9009688679024191,0,0,0
273,15112.0,0.8017469560614081,11,0.359,2.0,0.313,-0.433883739117558,-0.9009688679024191,0,0,0
445,709665.0,0.01687979539641944,13,0.17,5.0,0.527,-0.433883739117558,-0.9009688679024191,0,0,1
307,257207.0,0.047055484493034795,15,0.242,3.0,0.353,-0.433883739117558,-0.9009688679024191,1,0,0
136,235068.0,0.050687460649684345,17,0.426,1.0,0.153,-0.433883739117558,-0.9009688679024191,0,0,1
177,536948.0,0.022532908214575712,18,0.13,5.0,0.364,-0.433883739117558,-0.9009688679024191,0,0,1
136,287836.0,0.04174599424672383,18,0.25,5.0,0.465,-0.433883739117558,-0.9009688679024191,0,0,1
415,298697.0,0.04035862429150611,23,0.378,4.0,0.402,-0.433883739117558,-0.9009688679024191,0,0,1
116,453289.0,0.026815122361230914,0,0.213,1.0,0.127,-0.9749279121818236,-0.2225209339563146,0,0,1
549,180098.0,0.06708014525425046,1,0.327,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,0,1
176,343915.0,0.03459284997746536,1,0.377,4.0,0.367,-0.9749279121818236,-0.2225209339563146,0,0,1
485,205278.0,0.05913931351630472,4,0.4,4.0,0.313,-0.9749279121818236,-0.2225209339563146,0,0,1
343,92851.0,0.13065018147354363,5,0.293,2.0,0.2,-0.9749279121818236,-0.2225209339563146,0,0,1
100,321964.0,0.03729920115292393,5,0.271,3.0,0.351,-0.9749279121818236,-0.2225209339563146,0,0,1
553,126421.0,0.09582268768638122,7,0.364,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,1,0
59,709228.0,0.016860586440467663,12,0.309,3.0,0.331,-0.9749279121818236,-0.2225209339563146,0,0,1
112,693594.0,0.017403553087252773,13,0.289,2.0,0.207,-0.9749279121818236,-0.2225209339563146,0,0,1
68,932869.0,0.013031840483497682,13,0.18,3.0,0.238,-0.9749279121818236,-0.2225209339563146,1,0,0
300,879601.0,0.013498165645559747,14,0.128,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,1,0
145,529406.0,0.022479911447924654,15,0.19,2.0,0.193,-0.9749279121818236,-0.2225209339563146,0,0,0
599,368970.0,0.03286988102013714,19,0.291,5.0,0.425,-0.9749279121818236,-0.2225209339563146,0,0,0
66,972270.0,0.012439960093389697,21,0.296,1.0,0.153,-0.9749279121818236,-0.2225209339563146,0,0,1
186,784903.0,0.015301253785499609,22,0.325,1.0,0.367,-0.9749279121818236,-0.2225209339563146,0,0,1
198,315942.0,0.03812408606642991,23,0.272,4.0,0.367,-0.9749279121818236,-0.2225209339563146,0,0,1
217,112828.0,0.10791647463395611,1,0.469,1.0,0.14,-0.7818314824680299,0.6234898018587334,0,0,1
174,818313.0,0.014708308434547662,2,0.327,5.0,0.407,-0.7818314824680299,0.6234898018587334,0,0,1
502,643263.0,0.018874084161532686,2,0.254,5.0,0.471,-0.7818314824680299,0.6234898018587334,0,0,0
13,115596.0,0.10498633170697948,2,0.349,4.0,0.37,-0.7818314824680299,0.6234898018587334,0,0,0
129,637332.0,0.01905600220920964,3,0.223,5.0,0.359,-0.7818314824680299,0.6234898018587334,0,1,0
497,860809.0,0.014140186731319027,4,0.228,1.0,0.113,-0.7818314824680299,0.6234898018587334,1,0,0
159,454864.0,0.027054240388335853,9,0.368,4.0,0.493,-0.7818314824680299,0.6234898018587334,0,0,1
509,53535.0,0.2245820491267395,13,0.282,0.0,0.0,-0.7818314824680299,0.6234898018587334,0,1,0
143,460746.0,0.02620315748807369,13,0.332,4.0,0.313,-0.7818314824680299,0.6234898018587334,0,0,1
401,709130.0,0.017153413337469857,14,0.119,4.0,0.303,-0.7818314824680299,0.6234898018587334,0,1,0
112,736144.0,0.016476395922536895,14,0.225,3.0,0.26,-0.7818314824680299,0.6234898018587334,0,0,1
595,169450.0,0.07138979049867218,15,0.27,0.0,0.0,-0.7818314824680299,0.6234898018587334,0,0,1
399,166791.0,0.0716945158911452,16,0.221,4.0,0.432,-0.7818314824680299,0.6234898018587334,0,0,1
525,412062.0,0.029536817275070255,21,0.156,1.0,0.42,-0.7818314824680299,0.6234898018587334,0,0,1
167,890508.0,0.013397970596558369,21,0.23,3.0,0.336,-0.7818314824680299,0.6234898018587334,0,0,1
199,850980.0,0.014337587252344356,0,0.429,4.0,0.44,0.0,1.0,0,0,1
473,943145.0,0.012792306591245249,0,0.224,0.0,0.0,0.0,1.0,0,0,1
588,751203.0,0.016154088841498236,3,0.147,5.0,0.407,0.0,1.0,0,0,1
169,323905.0,0.03785677899384079,5,0.319,0.0,0.0,0.0,1.0,0,0,0
197,154569.0,0.07791989338094961,7,0.218,0.0,0.0,0.0,1.0,0,0,1
25,438147.0,0.0278011717528592,8,0.234,3.0,0.251,0.0,1.0,0,0,0
135,522925.0,0.023068317636372328,8,0.142,4.0,0.307,0.0,1.0,0,0,1
133,279059.0,0.044162703944327183,9,0.28,5.0,0.409,0.0,1.0,0,0,1
254,235839.0,0.05196765590084761,13,0.15,4.0,0.433,0.0,1.0,1,0,0
404,160060.0,0.07600274896913657,14,0.356,2.0,0.173,0.0,1.0,0,0,0
165,831358.0,0.014384897962129432,14,0.297,3.0,0.238,0.0,1.0,0,0,1
124,247972.0,0.04863049053925443,16,0.225,4.0,0.293,0.0,1.0,0,1,0
289,984858.0,0.012385541875072346,16,0.381,0.0,0.0,0.0,1.0,0,0,1
561,522755.0,0.02323268070128454,16,0.216,4.0,0.357,0.0,1.0,0,1,0
66,567113.0,0.021859840984071958,19,0.282,0.0,0.0,0.0,1.0,1,0,0
15,402857.0,0.03010497521453022,19,0.155,1.0,0.113,0.0,1.0,0,0,1
398,177212.0,0.06906417172651964,22,0.191,1.0,0.14,0.0,1.0,0,1,0
313,493295.0,0.02469313493953922,23,0.222,0.0,0.0,0.0,1.0,1,0,0
195,193029.0,0.06285065974542685,0,0.436,2.0,0.167,0.7818314824680298,0.6234898018587336,0,0,1
199,681606.0,0.017706710328254154,3,0.202,5.0,0.417,0.7818314824680298,0.6234898018587336,0,0,1
185,399960.0,0.030453045304530454,4,0.251,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,1
504,251326.0,0.048681791776417876,4,0.103,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,1
24,834243.0,0.014546121453821009,6,0.32,3.0,0.322,0.7818314824680298,0.6234898018587336,0,0,1
186,203023.0,0.05921989134236023,9,0.251,3.0,0.411,0.7818314824680298,0.6234898018587336,0,0,1
57,599110.0,0.020431974094907445,12,0.318,3.0,0.251,0.7818314824680298,0.6234898018587336,0,0,1
85,410554.0,0.029223926694174212,17,0.274,3.0,0.327,0.7818314824680298,0.6234898018587336,0,0,1
113,19606.0,0.6172600224421095,19,0.17,4.0,0.437,0.7818314824680298,0.6234898018587336,0,0,1
167,155758.0,0.07794142194943438,20,0.354,5.0,0.409,0.7818314824680298,0.6234898018587336,0,0,1
100,266581.0,0.045937257343921734,20,0.306,4.0,0.578,0.7818314824680298,0.6234898018587336,0,0,1
233,656702.0,0.018500019795889156,22,0.328,5.0,0.415,0.7818314824680298,0.6234898018587336,0,1,0
275,498298.0,0.02389333290520933,22,0.19,2.0,0.187,0.7818314824680298,0.6234898018587336,0,0,1
363,559289.0,0.021697190540132204,22,0.308,2.0,0.213,0.7818314824680298,0.6234898018587336,0,1,0
485,888061.0,0.013637576697997098,23,0.25,2.0,0.173,0.7818314824680298,0.6234898018587336,0,0,1
305,698297.0,0.01720757786443304,3,0.25,4.0,0.303,0.9749279121818236,-0.22252093395631434,0,1,0
258,505390.0,0.023965650289875146,5,0.337,2.0,0.293,0.9749279121818236,-0.22252093395631434,0,0,1
264,386590.0,0.03188649473602525,6,0.282,2.0,0.18,0.9749279121818236,-0.22252093395631434,0,0,1
473,334827.0,0.03614702518016767,6,0.424,1.0,0.14,0.9749279121818236,-0.22252093395631434,0,0,1
76,378139.0,0.03186923327136318,7,0.248,0.0,0.0,0.9749279121818236,-0.22252093395631434,1,0,0
192,695375.0,0.01760057522919288,9,0.241,0.0,0.0,0.9749279121818236,-0.22252093395631434,0,1,0
588,869264.0,0.013838143532919803,9,0.166,4.0,0.373,0.9749279121818236,-0.22252093395631434,0,0,1
98,276985.0,0.0437063378883333,10,0.274,1.0,0.367,0.9749279121818236,-0.22252093395631434,0,1,0
51,738797.0,0.016395572802813223,14,0.347,3.0,0.229,0.9749279121818236,-0.22252093395631434,0,0,0
102,736605.0,0.016592339177713973,15,0.321,3.0,0.251,0.9749279121818236,-0.22252093395631434,1,0,0
287,339049.0,0.03630448696206153,18,0.352,3.0,0.256,0.9749279121818236,-0.22252093395631434,0,0,1
25,212815.0,0.056894485821018255,19,0.244,3.0,0.422,0.9749279121818236,-0.22252093395631434,0,0,1
95,39124.0,0.31548410183007874,20,0.366,1.0,0.113,0.9749279121818236,-0.22252093395631434,0,0,0
543,843977.0,0.014326219790349736,21,0.401,3.0,0.238,0.9749279121818236,-0.22252093395631434,0,0,1
149,37723.0,0.32473557246242346,21,0.201,3.0,0.242,0.9749279121818236,-0.22252093395631434,0,0,1
179,719863.0,0.016933777677141344,21,0.218,0.0,0.0,0.9749279121818236,-0.22252093395631434,0,0,0
199,765430.0,0.015715349542087455,0,0.364,5.0,0.361,0.43388373911755823,-0.900968867902419,1,0,0
329,257295.0,0.04751744106958938,4,0.168,1.0,0.127,0.43388373911755823,-0.900968867902419,0,1,0
404,392898.0,0.030901149916772293,8,0.377,1.0,0.127,0.43388373911755823,-0.900968867902419,0,0,1
40,795775.0,0.015391285225095034,8,0.333,0.0,0.0,0.43388373911755823,-0.900968867902419,0,0,0
153,924172.0,0.012969447245750792,8,0.259,2.0,0.16,0.43388373911755823,-0.900968867902419,0,0,1
110,961253.0,0.012639752489719148,13,0.319,1.0,0.127,0.43388373911755823,-0.900968867902419,0,0,0
164,897506.0,0.013521915173826136,14,0.356,0.0,0.0,0.43388373911755823,-0.900968867902419,0,1,0
138,641794.0,0.018702262719813522,17,0.378,5.0,0.468,0.43388373911755823,-0.900968867902419,0,0,1
527,408021.0,0.029692099181169596,17,0.259,2.0,0.307,0.43388373911755823,-0.900968867902419,0,0,1
435,552271.0,0.022005500922554325,18,0.222,2.0,0.2,0.43388373911755823,-0.900968867902419,0,0,1
66,801683.0,0.015211748284546385,21,0.276,2.0,0.173,0.43388373911755823,-0.900968867902419,0,0,0
52,633515.0,0.019252898510690356,22,0.191,5.0,0.348,0.43388373911755823,-0.900968867902419,0,0,1
28,433625.0,0.027708273277601614,23,0.144,4.0,0.313,0.43388373911755823,-0.900968867902419,1,0,0
573,481309.0,0.025276901117577275,0,0.434,1.0,0.14,-0.433883739117558,-0.9009688679024191,0,0,0
294,707293.0,0.01735772869235239,0,0.184,1.0,0.113,-0.433883739117558,-0.9009688679024191,0,0,1
291,328467.0,0.03760195088091041,1,0.137,2.0,0.193,-0.433883739117558,-0.9009688679024191,0,0,1
331,497727.0,0.02421005892788617,2,0.473,1.0,0.68,-0.433883739117558,-0.9009688679024191,1,0,0
302,28888.0,0.42280531708667957,3,0.218,0.0,0.0,-0.433883739117558,-0.9009688679024191,0,0,1
39,60265.0,0.20326889571061146,8,0.401,5.0,0.528,-0.433883739117558,-0.9009688679024191,0,0,1
190,305396.0,0.03939147860482783,10,0.132,1.0,0.407,-0.433883739117558,-0.9009688679024191,0,0,1
152,33950.0,0.3507216494845361,12,0.193,0.0,0.0,-0.433883739117558,-0.9009688679024191,0,0,1
517,447961.0,0.027350595252711732,19,0.298,3.0,0.331,-0.433883739117558,-0.9009688679024191,0,0,1
24,937340.0,0.012954744276356497,21,0.33,1.0,0.44,-0.433883739117558,-0.9009688679024191,0,0,1
480,214464.0,0.056648202029245004,4,0.273,3.0,0.487,-0.9749279121818236,-0.2225209339563146,0,0,1
546,434845.0,0.027913394427899595,6,0.422,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,0,0
175,481054.0,0.025643690729107334,8,0.353,2.0,0.427,-0.9749279121818236,-0.2225209339563146,0,0,1
302,392298.0,0.0310478258874631,13,0.192,3.0,0.26,-0.9749279121818236,-0.2225209339563146,0,0,1
552,260388.0,0.045977541207736145,13,0.452,1.0,0.113,-0.9749279121818236,-0.2225209339563146,0,0,0
458,254286.0,0.04627859968696665,18,0.248,5.0,0.428,-0.9749279121818236,-0.2225209339563146,0,0,1
451,332710.0,0.035974271888431365,18,0.14,5.0,0.359,-0.9749279121818236,-0.2225209339563146,0,0,1
150,336399.0,0.03636455518595477,19,0.182,3.0,0.34,-0.9749279121818236,-0.2225209339563146,0,0,1
51,706071.0,0.01719940345942547,23,0.272,4.0,0.363,-0.9749279121818236,-0.2225209339563146,0,1,0
60,662197.0,0.018595674701033075,2,0.342,2.0,0.18,-0.7818314824680299,0.6234898018587334,0,0,0
142,799510.0,0.015154281997723605,4,0.341,3.0,0.402,-0.7818314824680299,0.6234898018587334,0,0,1
71,360290.0,0.03347581115212745,4,0.333,3.0,0.264,-0.7818314824680299,0.6234898018587334,0,0,1
298,690276.0,0.0175074897577201,6,0.413,3.0,0.242,-0.7818314824680299,0.6234898018587334,0,0,1
311,654458.0,0.018783481904109965,9,0.326,5.0,0.465,-0.7818314824680299,0.6234898018587334,0,0,0
155,223264.0,0.05487673785294539,10,0.186,4.0,0.307,-0.7818314824680299,0.6234898018587334,0,0,1
299,159083.0,0.07653866220777833,12,0.185,4.0,0.373,-0.7818314824680299,0.6234898018587334,0,0,1
147,94428.0,0.12929427712119287,14,0.34,1.0,0.113,-0.7818314824680299,0.6234898018587334,0,1,0
152,78528.0,0.15295181336593316,14,0.098,0.0,0.0,-0.7818314824680299,0.6234898018587334,0,1,0
35,365304.0,0.033454328449729544,15,0.327,3.0,0.322,-0.7818314824680299,0.6234898018587334,0,0,1
494,44841.0,0.2695747195646841,17,0.317,5.0,0.491,-0.7818314824680299,0.6234898018587334,0,0,1
484,237776.0,0.05119103694233228,19,0.253,2.0,0.173,-0.7818314824680299,0.6234898018587334,0,0,1
32,714057.0,0.016977636239123767,20,0.362,0.0,0.0,-0.7818314824680299,0.6234898018587334,0,0,0
390,179805.0,0.06772336698089597,22,0.299,3.0,0.42,-0.7818314824680299,0.6234898018587334,0,0,1
413,286940.0,0.04231546664807974,1,0.196,4.0,0.287,0.0,1.0,0,0,1
34,698078.0,0.017443609453384867,2,0.207,3.0,0.251,0.0,1.0,1,0,0
377,24920.0,0.48374799357945425,7,0.172,4.0,0.35,0.0,1.0,0,0,0
113,630759.0,0.019238726676908298,15,0.241,3.0,0.242,0.0,1.0,0,0,1
247,688468.0,0.017611566550660308,16,0.27,0.0,0.0,0.0,1.0,0,0,1
573,165338.0,0.07230037861834546,16,0.233,2.0,0.293,0.0,1.0,0,1,0
83,753739.0,0.01598165943383585,16,0.37,5.0,0.359,0.0,1.0,0,0,1
122,792516.0,0.0151176758576483,17,0.405,2.0,0.193,0.0,1.0,0,0,1
64,813093.0,0.014795355512838015,17,0.216,2.0,0.207,0.0,1.0,0,0,0
41,944532.0,0.012778815328649532,19,0.243,5.0,0.455,0.0,1.0,0,0,1
96,321883.0,0.03780876902476987,22,0.248,2.0,0.32,0.0,1.0,0,0,0
448,926135.0,0.013105000890798857,23,0.248,0.0,0.0,0.0,1.0,0,0,1
