,content_type,content_length,comments_count,follower_count,ER,day,hour,description_score,hashtag_count,desciption_word_count
39711,3,40,211,862380,1.4058767596651127,1,23,-0.04389880952380952,0,15
39712,3,40,191,811988,1.4893077237594645,1,23,0.35,3,36
39725,3,520,190,713195,1.703040542909022,5,2,0.02467532467532467,4,34
39727,2,480,192,962410,1.26339086252221,5,3,0.0,0,8
39730,1,550,214,57460,20.988513748694746,5,4,0.1875,3,12
39745,3,111,199,753786,1.6078834045737118,5,10,0.0861111111111111,2,18
39749,1,38,225,216172,5.569176396573099,5,11,0.275,5,19
39770,3,64,207,522090,2.309755023080312,5,19,0.11212121212121212,0,17
39774,3,10,200,567577,2.1690449049203897,5,20,0.2,0,20
39775,1,448,189,598939,2.0411093617213103,5,21,0.0,3,21
39779,0,198,224,177403,6.847685777579861,5,22,0.075,0,21
39784,3,49,213,424304,2.837823824427769,5,23,0.13333333333333333,4,32
39785,3,253,203,360108,3.3942594999277995,6,0,-0.020000000000000004,4,19
39786,3,282,204,800604,1.524973644898102,6,1,0.075,3,17
39790,1,140,209,439042,2.8056541287621686,6,3,0.20833333333333334,2,13
39811,2,322,194,549855,2.204944940029644,6,11,0.2,1,8
39815,2,145,193,864149,1.3922367554669393,6,12,0.30833333333333335,5,28
39816,3,183,191,918773,1.3120759970090545,6,12,0.3025,0,20
39818,1,168,201,347159,3.505598299338344,6,12,-0.16666666666666666,3,6
39829,0,165,220,316036,3.8457644065865915,6,15,0.13333333333333333,3,14
39832,1,71,203,239414,5.06361365667839,6,15,0.032,0,25
39842,0,49,185,301444,3.958612544950306,6,19,0.26666666666666666,5,13
39844,3,52,212,291305,4.192513001836564,6,20,0.3916666666666667,5,18
39854,3,419,200,332799,3.640335457738755,4,0,0.16666666666666666,5,29
39856,3,103,203,446940,2.7030473889112634,4,1,-0.05,2,22
39857,3,83,225,746660,1.632603862534487,4,2,-0.0953125,2,11
39864,0,417,193,358476,3.384605942936208,4,5,0.07263257575757576,1,24
39865,3,545,193,308950,3.8977180773587956,4,6,0.0,5,12
39867,1,36,210,824798,1.488849391002403,4,7,0.10940476190476192,2,34
39868,3,155,182,383031,3.149614522062183,4,7,-0.07500000000000001,2,9
39876,3,171,208,263134,4.627680193361558,4,8,0.6,0,25
39879,2,42,217,262796,4.602048737423705,4,10,-0.08106060606060606,2,31
39887,3,486,196,675035,1.804054604576059,4,13,-0.15,2,23
39889,2,172,171,126404,9.611246479541787,4,14,0.25,4,13
39890,3,342,178,714981,1.6580860190690383,4,14,0.09,1,17
39897,3,320,202,493829,2.4451783917104906,4,16,0.37857142857142856,1,13
39900,0,47,204,543634,2.2336719189748986,4,19,0.16666666666666666,3,20
39902,0,166,212,509846,2.3697351749351765,4,20,0.0,4,12
39903,3,163,199,325212,3.7080427536499267,4,20,-0.08333333333333333,5,11
39907,3,153,180,498467,2.4346646819147506,4,21,0.43273809523809526,4,31
39924,3,180,204,400014,3.005644802431915,0,3,0.05,5,12
39925,3,103,222,550866,2.205073466142401,0,5,-0.19999999999999998,1,13
39927,3,135,195,409392,2.988333919568531,0,6,0.15656565656565657,0,18
39932,2,199,202,774429,1.5827144902889743,0,8,0.209375,2,25
39933,3,106,207,820261,1.474896404924774,0,8,-0.15,5,6
39936,3,149,208,385630,3.1628763322355624,0,8,-0.016666666666666663,3,13
39940,3,183,181,121631,9.899614407511242,0,9,1.0,2,9
39946,3,120,194,626628,1.9213951499135054,0,10,0.16,0,30
39947,0,550,208,538758,2.274304975517765,0,11,0.0,2,10
39953,3,114,186,613904,1.9685488284813262,0,12,0.30000000000000004,0,17
39956,3,366,185,899641,1.357319197324266,0,13,0.1595238095238095,3,19
39962,3,104,193,465911,2.6223892546001273,0,15,0.2767857142857143,4,23
39987,3,155,203,332749,3.621348223435683,2,2,0.10208333333333335,5,24
39993,3,434,200,289280,4.191440818584071,2,3,0.0,4,24
39995,3,206,178,627978,1.9322332947969516,2,4,0.05555555555555555,3,20
39997,1,359,208,905249,1.3459280264325064,2,4,0.0,4,18
40001,3,136,195,593126,2.025876457953285,2,6,0.0703125,2,36
40003,1,149,213,733408,1.6566495047776952,2,6,0.13409090909090912,0,32
40009,3,80,202,524361,2.291551049753891,2,9,-0.19,5,20
40012,2,360,221,236554,5.110461036380699,2,10,0.10714285714285714,5,10
40024,3,19,216,497373,2.458114935873077,2,14,0.08333333333333333,3,14
40030,1,486,216,179714,6.784112534360149,2,16,0.15,5,29
40034,0,172,194,139206,8.71801502808787,2,17,0.0,4,24
40039,3,97,218,959960,1.2640110004583525,2,19,-0.025,1,38
40048,3,311,191,666179,1.8160284247927359,2,23,0.0,4,9
40053,0,191,209,841441,1.43575128856331,3,0,0.5,3,12
40058,3,130,190,945308,1.2825449483131424,3,0,0.25,3,11
40063,3,142,220,641280,1.8860716067864274,3,4,0.26666666666666666,3,11
40064,3,82,204,743648,1.630341236714144,3,4,0.024999999999999994,5,12
40072,3,236,190,782469,1.548304150068565,3,7,0.03333333333333333,3,18
40083,0,156,217,999913,1.221306253644067,3,12,0.2738095238095238,0,23
40087,3,254,189,932510,1.2927475308575778,3,12,-0.020833333333333332,4,20
40092,3,538,189,617705,1.9387895516468219,3,15,0.0,0,14
40111,3,541,208,792595,1.5397523325279618,3,20,0.25,3,23
40114,0,68,191,722880,1.68949203187251,3,21,0.1,2,17
40116,3,325,188,51867,23.72221258218135,3,22,-0.16666666666666666,1,28
40146,3,43,182,727909,1.6591359634239993,1,5,-0.125,4,27
40151,3,494,186,468873,2.583002220217415,1,5,0.15357142857142858,1,13
40162,3,128,224,495874,2.4447742773365815,1,11,-0.2,5,21
40164,2,48,223,385287,3.1586843054657954,1,11,-0.125,1,13
40169,3,149,183,958594,1.2653949430102838,1,13,-0.020000000000000004,1,33
40170,0,100,242,194513,6.203698467454617,1,13,0.0,1,8
40172,3,453,219,603752,2.0309663570472645,1,14,-0.08571428571428572,5,27
40177,3,251,228,429412,2.840395703892765,1,16,0.0,1,8
40183,3,60,200,81917,14.808891927194601,1,18,-0.009166666666666656,4,27
40190,3,125,190,907904,1.3348327576483858,1,21,-0.027777777777777773,0,16
40196,1,144,179,520114,2.2948815067465977,1,23,0.0,2,12
40198,0,370,175,651548,1.847753350482236,1,23,0.08000000000000002,4,22
40201,3,170,207,728473,1.670892400953776,1,23,0.26666666666666666,1,12
40204,3,189,197,552687,2.1988937680821152,5,0,0.1590909090909091,1,20
40206,0,546,196,933206,1.2977841977012579,5,1,0.022943722943722943,1,25
40207,0,401,194,654241,1.8438159638420704,5,1,0.3333333333333333,5,33
40211,1,64,189,726041,1.6646442831740906,5,1,0.020000000000000007,0,20
40214,2,114,207,698362,1.7320530040294289,5,3,-0.03125,1,24
40220,3,481,184,346754,3.529303194772086,5,4,0.07857142857142857,1,25
40221,0,30,221,645881,1.8766614902745244,5,4,0.0062500000000000056,4,16
40223,3,422,188,719776,1.6852465211399104,5,4,0.0,0,23
40224,2,200,176,947398,1.310220203124769,5,5,0.0,4,11
40228,3,27,223,41251,29.444134687643935,5,6,0.05312499999999999,4,19
40229,3,85,199,818277,1.4965592336091567,5,6,0.0,2,18
40237,2,40,181,769579,1.5764463427406412,5,8,0.0,5,8
40240,3,10,190,790139,1.5312495649499647,5,9,0.05000000000000003,3,35
40241,3,198,192,692185,1.7444758265492608,5,10,0.475,2,12
40242,3,440,206,745820,1.623448016947789,5,10,0.153125,5,34
40258,0,139,182,58109,20.955445800134232,5,19,0.10000000000000002,1,12
40260,0,264,199,702871,1.7296203713056877,5,19,0.03125,3,18
40264,2,491,203,672290,1.814990554671347,5,20,-0.06666666666666667,4,15
40270,2,167,219,793204,1.5168859461122235,5,23,0.075,4,26
40276,3,68,196,376441,3.19200087131848,6,1,-0.033333333333333326,4,14
40282,2,400,209,756796,1.5742683629406076,6,2,-0.13333333333333333,2,13
40298,3,39,209,214273,5.680137021463273,6,7,0.0,5,8
40304,3,500,200,596215,2.0219216222335903,6,7,0.0,0,7
40308,0,466,169,537874,2.2033041195521625,6,8,0.054761904761904755,1,12
40309,3,265,217,887761,1.391816040578489,6,9,0.06904761904761904,4,19
40314,0,151,190,790045,1.5283939522432266,6,11,0.0,2,9
40315,3,130,168,847710,1.4306779441082444,6,11,0.0,0,25
40319,3,65,210,411000,2.9479318734793187,6,12,0.27499999999999997,0,20
40323,3,246,216,811776,1.484399637338379,6,15,0.275,5,21
40324,3,80,201,765653,1.5834849468362298,6,16,-0.15555555555555556,2,9
40326,3,89,200,674812,1.7901282134876084,6,17,0.08333333333333334,2,22
40327,3,192,187,219473,5.495436796325744,6,18,-0.14166666666666666,5,11
40338,3,153,210,532052,2.2947005179944817,6,21,0.24375,3,13
40342,1,176,213,936222,1.2899718229223411,6,23,0.15,4,14
40350,3,16,186,956810,1.2588706221715908,4,1,0.25,5,11
40354,3,405,204,997691,1.2214202593789059,4,2,0.08166666666666667,0,22
40358,3,59,223,318328,3.7492774748058606,4,3,-0.03452380952380952,2,27
40360,3,484,197,961073,1.2453788630000011,4,3,0.025,2,32
40363,1,156,195,504996,2.3839792790437944,4,4,0.5,0,9
40368,0,192,222,491799,2.4597447331125113,4,6,0.22727272727272727,4,11
40376,0,485,199,324287,3.758399195774113,4,8,0.06488095238095237,5,19
40380,3,354,182,482119,2.5051906272102946,4,10,0.016666666666666663,5,27
40396,3,20,199,114815,10.559595871619562,4,14,0.11666666666666667,2,14
40399,3,448,200,288707,4.233704066752797,4,15,0.6,2,7
40403,3,96,178,809735,1.476408948606643,4,16,-0.03571428571428571,5,19
40411,3,180,185,195192,6.235398991761958,4,18,-0.008333333333333337,4,20
40413,0,100,186,50604,23.873606829499643,4,19,0.18035714285714285,2,28
40419,3,534,185,210567,5.705072494740391,4,20,0.17045454545454547,3,27
40420,3,112,185,574478,2.0912898318125324,4,21,-0.08177083333333333,0,29
40422,3,456,189,933645,1.2860348419367105,4,21,0.009999999999999998,5,25
40424,3,134,197,624580,1.9193698165166992,4,21,-0.13333333333333328,0,21
40425,3,479,200,617386,1.9906509055922874,4,22,0.0,3,8
40426,1,50,214,40308,30.261982732956238,4,22,0.03409090909090909,5,16
40431,3,110,207,244366,4.96509334359117,4,23,0.024999999999999994,5,21
40436,0,45,188,240936,5.13621874688714,0,0,0.4,4,22
40444,3,53,182,272122,4.404274553325347,0,4,0.11666666666666665,5,23
40445,2,178,218,623921,1.9688390036559116,0,4,0.16666666666666666,2,14
40453,3,189,200,605129,2.012298204184562,0,5,0.09351851851851851,4,34
40457,1,143,214,209866,5.802273831873672,0,7,0.275,5,7
40465,3,202,162,983014,1.2371136118102082,0,8,0.04727272727272727,1,22
40477,3,284,209,690959,1.7610306834414198,0,12,0.11333333333333333,0,16
40489,3,347,198,838469,1.4484733484481835,0,17,0.36666666666666664,2,24
40501,3,536,192,124647,9.737899829117428,0,20,-0.1126984126984127,4,17
40502,2,330,199,179469,6.753812636165578,0,20,0.011111111111111112,3,15
40505,3,27,179,567833,2.142003018493113,0,21,0.0,5,6
40506,1,239,227,905262,1.3600482512245073,0,21,0.17833333333333334,2,16
40524,3,189,210,289736,4.175870447579866,2,2,0.03393939393939394,2,23
40530,3,325,205,727777,1.6690552188376384,2,4,0.04545454545454545,4,20
40533,3,201,202,59145,20.33646123932708,2,4,0.325,0,40
40536,3,428,225,416373,2.922860031750378,2,5,-0.05555555555555555,5,13
40540,3,131,206,638462,1.9080227170920117,2,5,0.0,3,11
40541,0,276,174,320091,3.7695530333561393,2,5,0.1,1,24
40544,3,142,184,40077,30.611073683159916,2,7,0.04166666666666666,1,27
40546,1,190,174,248625,4.908999497234792,2,7,0.0,3,13
40550,3,136,198,546037,2.229519245032846,2,8,0.3,4,24
40552,3,136,186,942778,1.2877899144867615,2,9,0.3,5,23
40553,1,191,220,175103,6.893656876238556,2,9,0.26666666666666666,4,8
40555,0,537,204,514953,2.3541954314277227,2,10,0.07142857142857142,3,25
40562,3,193,201,85940,14.112171282289971,2,12,0.375,2,13
40563,3,426,193,959102,1.2628479556918868,2,12,0.39107142857142857,4,16
40564,3,309,219,186066,6.536927756817473,2,13,-0.2,0,8
40566,0,65,213,392764,3.0746198735118293,2,14,0.1,2,10
40570,3,38,198,979430,1.2354124337624945,2,15,-0.09583333333333333,0,16
40573,3,155,184,640950,1.8597394492550121,2,15,0.020833333333333332,1,14
40574,0,147,213,475865,2.5832956825990565,2,16,0.002857142857142861,3,33
40580,3,44,210,995000,1.2072361809045227,2,17,0.28571428571428575,2,17
40581,3,581,190,514376,2.342838701650155,2,17,0.4875,2,22
40591,2,168,216,880787,1.3635532767854204,2,20,0.6,2,11
40594,0,599,184,236621,5.121269878835776,2,21,0.0,4,14
40596,3,513,195,681294,1.8006910379366323,2,22,-0.1,1,18
40597,3,83,217,875733,1.395059909812694,2,22,0.06000000000000001,5,25
40603,1,71,190,723177,1.6704071064206965,3,0,0.0,3,13
40612,3,170,184,511771,2.3840741269044163,3,3,0.0,2,10
40613,3,289,194,352672,3.4442768351329285,3,3,0.33333333333333337,0,18
40615,3,156,225,338979,3.5949129592098625,3,5,0.4,2,14
40617,3,71,209,358989,3.361941452245055,3,6,0.325,0,23
40618,3,408,193,520677,2.2922080291620333,3,6,-0.45625000000000004,2,23
40619,3,32,200,696865,1.7367782856076857,3,6,-0.08333333333333333,0,24
40623,3,348,214,245166,5.032100699118149,3,8,-0.3,5,12
40633,3,466,227,973495,1.2477722022198368,3,12,0.09166666666666667,1,22
40635,2,17,195,540481,2.2457773723775674,3,13,0.2,1,10
40642,3,47,220,880254,1.3747168430930163,3,14,0.4333333333333334,2,23
40646,3,14,210,869002,1.3888345481368283,3,15,0.13333333333333333,2,12
40653,3,70,204,174981,6.991616232619542,3,17,-0.06666666666666667,2,16
40655,3,328,189,952062,1.2535948289082013,3,17,0.0,5,12
40658,3,472,192,187928,6.440764548124814,3,18,-0.3888888888888889,5,15
40665,3,582,195,545653,2.1739090594205477,3,19,0.09375,5,20
40667,3,167,213,211178,5.72834291450814,3,19,0.07272727272727272,4,32
40670,3,90,206,851190,1.404621764823365,3,20,0.14166666666666666,3,22
40672,3,156,212,894403,1.3480500400826025,3,20,-0.05000000000000001,0,19
40679,0,390,231,825209,1.465446935261249,3,23,0.057291666666666664,2,24
40686,3,157,178,142619,8.41122150625092,1,1,0.14071428571428574,3,30
40688,2,193,189,550952,2.19275000363008,1,1,-0.05625000000000002,1,10
40699,2,149,218,493679,2.4712414342112994,1,5,-0.075,0,14
40700,1,189,211,917847,1.3271275060004555,1,5,0.225,3,16
40701,3,359,198,881348,1.3613237903756519,1,6,0.08125,1,28
40705,3,103,183,803268,1.5092098776498006,1,7,-0.15,1,13
40706,3,173,214,427235,2.8387187379311154,1,7,0.2978835978835979,1,36
40712,3,57,188,212647,5.672311389297756,1,8,0.01388888888888889,3,27
40713,2,178,206,415921,2.9277194467218535,1,8,0.05555555555555555,4,12
40717,2,114,180,863676,1.4105984188515137,1,9,0.15833333333333333,0,24
40721,3,196,193,177785,6.757600472480806,1,10,0.12936507936507935,0,24
40725,3,308,187,221426,5.506128458265967,1,11,-0.07083333333333333,2,37
40736,3,74,193,494079,2.4332141216283225,1,14,0.033928571428571426,0,19
40738,3,469,182,395012,3.1072473747632983,1,15,0.0,1,26
40741,3,47,201,883039,1.3550930366608949,1,16,0.33125,2,17
40743,3,248,208,579994,2.080883595347538,1,16,0.005555555555555554,1,15
40748,1,374,209,490282,2.5238536189376726,1,18,0.39999999999999997,1,15
40755,2,501,210,403506,2.9684812617408416,1,21,0.44285714285714284,2,29
40758,3,25,213,534797,2.2885319102388384,1,22,0.35000000000000003,5,20
40760,3,357,204,62834,19.212528249037145,1,23,-0.10416666666666667,0,8
40761,3,49,235,737497,1.648955860159431,1,23,0.09375,1,18
40771,0,122,217,765253,1.606266162955258,5,1,-0.07500000000000001,5,19
40780,3,71,183,576802,2.1040148959261584,5,4,-0.045,2,13
40784,0,489,179,215476,5.581596094228591,5,7,0.10833333333333332,1,22
40788,3,562,172,608454,1.9845378615310278,5,9,0.16545454545454547,1,19
40789,3,387,194,258488,4.7309739717124195,5,9,0.1718073593073593,1,35
40792,3,109,216,579877,2.093547424712482,5,10,-0.1,4,13
40804,3,101,219,585405,2.062503736729273,5,15,0.25,0,19
40833,3,93,188,728137,1.694324007707341,6,1,0.04,4,21
40836,0,84,201,80525,15.128221049363551,6,1,0.06712018140589569,4,25
40840,0,420,205,477150,2.552656397359321,6,2,0.4,0,13
40843,0,25,188,315100,3.8444938114884164,6,3,0.25,2,21
40848,3,18,192,118466,10.207992166528793,6,6,0.11904761904761905,4,26
40859,3,36,201,195141,6.228829410528798,6,8,0.248989898989899,5,20
40860,3,116,225,746034,1.6102483264837795,6,8,0.33690476190476193,3,18
40863,3,22,165,848596,1.4296555722628908,6,9,0.32857142857142857,4,28
40868,3,581,201,787957,1.5169609509148343,6,11,0.25555555555555554,5,29
40869,3,211,171,985000,1.2090355329949238,6,11,-0.011111111111111118,5,15
40870,2,93,211,56663,21.29608386425004,6,11,0.09513888888888888,4,28
40871,3,202,185,452281,2.641278320336251,6,12,0.13571428571428573,2,28
40892,2,124,197,410269,2.944409643429067,6,17,-0.0630952380952381,4,13
40898,0,40,218,748575,1.6051831813779516,6,18,0.05833333333333333,5,23
40904,0,477,175,674273,1.805648453964492,6,20,0.5,0,12
40911,0,109,205,310752,3.9224204510349088,4,0,0.16875,3,24
40918,2,72,210,444953,2.7407389095028014,4,2,0.4611111111111111,3,22
40919,3,265,204,840737,1.4358830407130885,4,2,-0.0375,1,22
40929,0,464,197,209311,5.883111733258166,4,5,0.35833333333333334,3,19
40930,2,186,197,860533,1.4081970127816132,4,5,0.0,4,15
40932,3,162,195,577080,2.093643862202814,4,5,0.05,2,22
40938,3,60,200,150825,8.053041604508536,4,9,0.24666666666666667,0,22
40939,3,132,184,531327,2.2942557031733752,4,9,0.008333333333333338,5,19
40940,3,190,210,413183,2.949540518365954,4,9,0.16666666666666666,0,20
40948,3,573,208,82983,14.601785907957051,4,11,0.135,5,36
40951,1,118,221,291289,4.130605687135456,4,12,0.36250000000000004,4,15
40964,3,250,203,481997,2.509559188127727,4,16,0.0,1,10
40967,3,126,178,184913,6.553892911801766,4,17,-0.13333333333333333,0,11
40972,3,556,211,904742,1.3352977976041789,4,19,0.4611111111111111,3,29
40982,0,13,208,574380,2.1386538528500294,4,21,0.1025,4,27
40988,3,310,206,277358,4.418116657893409,4,23,0.11250000000000002,4,14
40994,3,110,209,633612,1.9166303668491127,0,1,-0.18333333333333335,5,25
40995,3,277,205,463511,2.6187080781254384,0,2,0.037222222222222226,1,32
41002,3,573,210,311797,3.840319182031899,0,3,-0.0625,2,25
41003,3,472,214,59511,20.609635193493638,0,3,0.0,0,15
41009,1,84,191,495088,2.446837733897812,0,6,0.21428571428571427,1,14
41010,1,24,221,309386,3.892548466963599,0,6,-0.03333333333333333,5,20
41021,1,272,194,855581,1.4343469525386843,0,9,0.23500000000000001,1,24
41032,3,444,210,695253,1.7751811211170612,0,13,0.0,4,15
41051,3,145,191,899632,1.3379915343162538,0,22,-0.11349206349206349,4,11
41056,2,463,212,818463,1.5013507024752495,0,23,0.325,2,33
41058,3,46,229,356122,3.407259310011738,2,0,0.25,0,10
41062,3,255,178,686362,1.7442690591845118,2,1,0.23376623376623376,3,28
41073,2,56,204,436929,2.768184304543759,2,4,0.21428571428571427,1,14
41074,3,380,208,616600,1.9776192020759,2,5,0.06666666666666667,1,15
41077,3,138,199,831048,1.445644535574359,2,6,-0.09375,2,15
41082,3,134,174,420622,2.8769298800348055,2,8,0.21666666666666667,3,32
41114,1,573,190,180503,6.555015706110148,2,22,0.0,3,8
41117,0,133,190,797425,1.5183873091513307,2,22,-0.25625,1,10
41118,0,111,190,600765,2.025084683694956,3,0,0.32499999999999996,2,16
41119,0,224,191,226201,5.2948483870539915,3,0,0.13636363636363635,0,22
41121,3,344,215,779688,1.5490811709299104,3,1,-0.03154761904761903,5,28
41126,3,25,230,179391,6.816952912910904,3,2,0.1,2,12
41131,3,540,223,290865,4.173069980918983,3,4,0.10000000000000002,3,14
41144,0,278,192,594100,2.0483083655950174,3,9,0.10000000000000002,0,15
41145,0,160,197,847228,1.4415245955043978,3,10,0.16666666666666669,1,15
41151,0,27,198,985136,1.229576423965828,3,14,0.35,0,15
41156,0,190,197,303528,3.9653672807780502,3,15,0.19999999999999998,1,21
41163,3,56,214,78471,15.45666551974615,3,18,-0.12,2,23
41167,0,40,194,98377,12.385008691055836,3,19,0.10000000000000002,4,14
41174,3,103,215,698639,1.7518346384899783,3,20,0.15833333333333333,0,39
41182,3,37,180,741348,1.6492929096726505,3,22,0.26285714285714284,0,35
41192,3,341,194,388089,3.0858900922211143,1,1,0.3066666666666667,1,37
41194,0,591,210,587687,2.059940070139377,1,3,0.3286641929499072,0,32
41206,1,35,190,62173,19.17070110819809,1,6,0.5861111111111111,2,23
41212,3,214,207,63740,19.035142767492943,1,10,0.048611111111111105,5,28
41217,3,119,196,474748,2.540295061801208,1,13,-0.06333333333333332,0,13
41218,3,273,214,303110,3.9893108112566398,1,13,0.0,1,21
41220,3,480,193,534526,2.279402685744005,1,14,0.021875,0,32
41221,3,260,182,548145,2.2152897499749153,1,14,0.0,5,8
41230,0,422,208,491635,2.4422589929520884,1,18,0.04285714285714285,5,14
41243,3,142,181,808647,1.4858151950109257,1,23,0.20833333333333334,2,29
41248,3,478,213,219103,5.510193835775868,1,23,-0.11818181818181814,3,19
41249,0,102,235,272253,4.413909121295266,5,0,0.4,2,10
41253,0,257,202,814712,1.494761338976227,5,1,0.0,3,11
41254,0,109,176,405797,2.9463007365751843,5,1,0.16363636363636364,1,17
41255,3,65,202,916767,1.3279273795849982,5,1,0.06884920634920633,4,25
41258,2,170,223,623999,1.9511249216745539,5,2,0.2,5,12
41259,3,505,221,602427,2.0327774153548894,5,3,-0.3,3,14
41261,3,517,215,681854,1.7879194079671015,5,3,0.6,0,9
41265,3,175,193,141370,8.456532503359977,5,4,0.16,5,21
41270,3,243,188,979919,1.2329590506970474,5,5,0.36714285714285716,4,33
41274,3,67,180,434150,2.8112403547161118,5,7,0.25,0,16
41281,3,66,226,600664,2.0142708735665864,5,10,0.21416666666666667,4,33
41282,2,172,200,171190,7.016764997955488,5,10,-0.19,5,16
41289,3,582,211,723285,1.6882694926619521,5,12,-0.05999999999999998,3,13
41292,3,482,200,900990,1.3396375098502757,5,13,0.15,5,25
41294,3,373,199,524339,2.289358601973151,5,13,0.14930555555555555,0,17
41296,1,106,181,935168,1.2980555365453053,5,14,0.07142857142857142,3,17
41310,2,97,183,177702,6.825471857379208,5,19,0.09971139971139971,4,23
41318,3,353,197,864702,1.39608790080282,5,22,-0.008333333333333337,0,28
41321,3,103,183,925369,1.3057493821383686,5,22,0.3625,5,23
41326,0,195,196,243004,5.0056789188655335,5,23,0.09907407407407408,2,16
41337,3,262,190,299943,3.9684206665933197,6,4,0.13928571428571426,3,18
41340,3,562,172,313313,3.861314404445395,6,5,0.042857142857142864,2,30
41341,0,46,216,420153,2.882045350146256,6,5,0.041666666666666664,3,28
41342,3,172,173,362953,3.329081175799621,6,6,0.0,1,12
41349,0,103,208,448018,2.6945345945921817,6,7,0.1,2,23
41366,3,51,202,642153,1.886622035558504,6,17,-0.05,2,15
41369,0,155,197,242593,5.021991566121034,6,18,0.0,5,9
41372,0,133,210,608606,1.9878213491158485,6,18,0.0,0,14
41373,3,594,199,662009,1.8418178604822593,6,18,0.013333333333333336,1,20
41379,3,54,208,421213,2.834670344932374,6,21,0.0,0,26
41383,3,496,196,190966,6.405328697255008,6,22,0.0625,3,26
41395,0,267,205,764053,1.624625516816242,4,4,0.0,5,20
41403,3,369,224,187968,6.319692713653388,4,6,-0.04999999999999999,1,14
41404,0,19,193,492349,2.44034211504441,4,7,-0.06666666666666667,2,12
41405,2,135,201,708717,1.7080160346090187,4,8,0.1,2,11
41408,3,14,217,847407,1.4396860068420487,4,9,0.13333333333333333,2,22
41418,0,149,214,789790,1.5496524392560047,4,11,0.0,2,9
41431,3,458,209,609242,1.984597253636486,4,16,0.14107142857142857,3,14
41432,0,31,191,761456,1.5849898089974994,4,16,-0.08333333333333333,1,31
41436,3,193,198,929404,1.303415952588971,4,18,0.008333333333333331,0,25
41449,2,101,214,291874,4.16789436537684,4,21,0.06666666666666667,3,32
41464,0,238,196,639065,1.857557525447333,0,4,0.20476190476190478,2,13
41465,3,52,186,728669,1.6745600540162955,0,4,-0.030555555555555558,4,20
41472,3,14,185,781776,1.545839217371728,0,6,0.0,0,14
41473,2,14,217,89735,13.581099905276647,0,6,0.25,2,22
41475,0,34,202,211266,5.779443923773821,0,6,0.061111111111111116,5,27
41484,3,308,223,740789,1.6375783117729878,0,9,0.0,5,14
41489,3,271,177,301172,4.01166111059461,0,10,0.2,2,14
41500,3,135,191,115413,10.541273513382375,0,13,0.0,5,8
41501,0,20,232,489060,2.4808816914080074,0,14,0.0,0,9
41505,1,365,184,861749,1.4091110056408536,0,14,-0.18333333333333335,5,6
41508,3,204,191,581726,2.0490746502649015,0,16,0.2,0,18
41517,3,291,199,671830,1.824866409657205,0,18,0.5,0,9
41518,3,80,196,849882,1.4437298354359782,0,18,0.13,2,20
41528,3,78,202,639411,1.8740684786467545,0,22,0.3,0,17
41531,3,76,197,210798,5.724912001062629,0,22,-0.01968253968253968,3,28
41544,0,461,224,514698,2.373430633109124,2,4,-0.19444444444444445,3,23
41546,3,267,193,725682,1.66312517052924,2,4,0.2868686868686869,0,12
41550,3,143,199,229150,5.270783329696705,2,6,0.05,1,22
41553,3,597,183,232550,5.185551494302301,2,6,-0.05,4,8
41557,0,22,214,196613,6.123704943213318,2,9,0.09333333333333332,5,18
41558,3,181,210,641464,1.8836598780290086,2,10,0.25833333333333336,4,18
41566,3,11,180,694393,1.7288480730652527,2,11,0.037500000000000006,5,20
41571,3,60,215,830719,1.4489857581203751,2,13,0.0,0,17
41572,3,502,240,448977,2.707711085423084,2,14,0.55,4,17
41583,3,117,211,146980,8.121513131038236,2,18,0.31666666666666665,5,11
41584,3,115,197,94754,12.703421491440995,2,18,0.11794871794871792,4,35
41589,0,198,183,113286,10.731246579453773,2,19,0.18425925925925923,3,34
41593,3,94,199,239250,5.037408568443051,2,21,0.1,0,14
41595,3,215,191,985917,1.220995276478649,2,21,-0.016666666666666666,4,17
41603,1,559,212,337516,3.6045698574289813,3,0,0.23714285714285716,3,30
41607,0,433,199,944657,1.2632098211308442,3,2,0.0,2,17
41608,3,422,201,987379,1.2296190216725291,3,2,0.03541666666666667,4,22
41613,3,412,188,127501,9.389730276625281,3,4,0.08472222222222221,2,33
41617,3,131,178,212575,5.720804421968717,3,5,0.0,0,13
41639,0,496,215,527543,2.2583941024712675,3,14,0.05277777777777779,1,10
41651,3,406,172,603510,2.0004639525442824,3,17,0.0,1,9
41652,3,582,184,242637,5.019020182412411,3,17,0.02500000000000001,2,28
41706,3,64,186,172633,7.007930117648422,1,9,0.031746031746031744,1,12
41712,3,107,210,181912,6.600993887154229,1,12,0.14722222222222223,4,33
41716,3,152,203,115775,10.542863312459511,1,14,0.34,5,26
41733,3,73,197,446087,2.7274948608679472,1,23,0.125,0,13
41739,1,522,216,532933,2.273456513295292,5,2,0.03333333333333333,3,11
41744,0,352,199,174975,6.824974996428061,5,3,0.16666666666666666,5,11
41745,3,147,212,296343,4.116176187728409,5,4,0.41,4,27
41749,3,25,200,401466,2.9970159365923887,5,6,0.0,1,11
41766,3,88,195,916743,1.3136724250962375,5,13,0.02685185185185185,2,23
41768,0,99,187,628804,1.9004332033511238,5,13,-0.16666666666666666,5,11
41769,3,273,201,480363,2.5253818466451414,5,14,-0.2722222222222222,1,16
41773,3,407,202,965637,1.2599972867651095,5,16,0.15833333333333335,2,19
